video_name,category,init_val,final_val,attributes,delay
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_25000k_h264nvenc,sample,58.0,75.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.16839000000223514
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_5000k_h264nvenc,sample,24.0,0.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.1367900000007456
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_8500k_h264nvenc,sample,81.0,57.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.11099000000000103
amt_gaming_vqa_dataset/Genshinimpact_1_480p_1000k_h264nvenc,sample,96.0,13.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.10299000000000014
amt_gaming_vqa_dataset/Genshinimpact_1_720p_1000k_h264nvenc,sample,94.0,0.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.12748999999999988
amt_gaming_vqa_dataset/Genshinimpact_1_720p_2500k_h264nvenc,sample,82.0,28.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.09889000000223547
amt_gaming_vqa_dataset/Genshinimpact_1_720p_5000k_h264nvenc,sample,24.0,71.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09059000000149098
amt_gaming_vqa_dataset/Genshinimpact_1_1080p_2000k_hevcnvenc,sample,86.0,29.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.14779000000074483
amt_gaming_vqa_dataset/Genshinimpact_1_1080p_6000k_hevcnvenc,sample,49.0,70.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.10058999999776574
amt_gaming_vqa_dataset/Genshinimpact_1_1080p_800k_hevcnvenc,sample,4.0,9.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.0982900000007465
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_10000k_hevcnvenc,sample,86.0,77.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.05018999999925633
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_1500k_hevcnvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/Genshinimpact_1_2160p_6000k_hevcnvenc,sample,37.0,50.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.12139000000223632
amt_gaming_vqa_dataset/Genshinimpact_1_480p_800k_hevcnvenc,sample,65.0,30.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.08959000000149153
amt_gaming_vqa_dataset/Genshinimpact_1_720p_1500k_hevcnvenc,sample,73.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06068999999925495
amt_gaming_vqa_dataset/Genshinimpact_1_720p_3500k_hevcnvenc,sample,35.0,71.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.05358999999776515
amt_gaming_vqa_dataset/Genshinimpact_1_720p_600k_hevcnvenc,sample,16.0,9.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.05029000000074646
amt_gaming_vqa_dataset/DeceiveInc,sample,26.0,78.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.045699999999254004
amt_gaming_vqa_dataset/DeceiveInc_1080p_1500k_av1,sample,88.0,75.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0851899999992547
amt_gaming_vqa_dataset/DeceiveInc_1080p_5000k_av1,sample,70.0,79.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09329000000074572
amt_gaming_vqa_dataset/DeceiveInc_1080p_500k_av1,sample,57.0,58.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.050990000000000535
amt_gaming_vqa_dataset/DeceiveInc_2160p_10000k_av1,sample,59.0,91.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.9849899999999998
amt_gaming_vqa_dataset/DeceiveInc_2160p_1000k_av1,sample,51.0,70.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",1.2164900000000003
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_av1,sample,53.0,78.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",1.246090000001491
amt_gaming_vqa_dataset/DeceiveInc_480p_1000k_av1,sample,9.0,41.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06449000000000105
amt_gaming_vqa_dataset/DeceiveInc_720p_1300k_av1,sample,75.0,58.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07329000000074615
amt_gaming_vqa_dataset/DeceiveInc_720p_3000k_av1,sample,3.0,85.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0743899999985107
amt_gaming_vqa_dataset/DeceiveInc_720p_500k_av1,sample,2.0,68.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07138999999851059
amt_gaming_vqa_dataset/DeceiveInc_1080p_10000k_h264nvenc,sample,65.0,78.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0914900000000003
amt_gaming_vqa_dataset/DeceiveInc_1080p_2300k_h264nvenc,sample,74.0,8.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.07959000000148997
amt_gaming_vqa_dataset/DeceiveInc_1080p_5300k_h264nvenc,sample,30.0,69.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09008999999776535
amt_gaming_vqa_dataset/DeceiveInc_2160p_25000k_h264nvenc,sample,19.0,80.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.14759000000149136
amt_gaming_vqa_dataset/DeceiveInc_2160p_5000k_h264nvenc,sample,96.0,9.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.10789000000223581
amt_gaming_vqa_dataset/DeceiveInc_2160p_8500k_h264nvenc,sample,75.0,59.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0914900000000003
amt_gaming_vqa_dataset/DeceiveInc_480p_1000k_h264nvenc,sample,44.0,59.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08668999999925475
amt_gaming_vqa_dataset/DeceiveInc_720p_1000k_h264nvenc,sample,83.0,8.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.0830900000014907
amt_gaming_vqa_dataset/DeceiveInc_720p_2500k_h264nvenc,sample,3.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07518999999925491
amt_gaming_vqa_dataset/DeceiveInc_720p_5000k_h264nvenc,sample,8.0,78.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.051389999998511016
amt_gaming_vqa_dataset/DeceiveInc_1080p_2000k_hevcnvenc,sample,26.0,69.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.10509000000149094
amt_gaming_vqa_dataset/DeceiveInc_1080p_6000k_hevcnvenc,sample,11.0,78.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06869000000298087
amt_gaming_vqa_dataset/DeceiveInc_1080p_800k_hevcnvenc,sample,19.0,0.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.07338999999851126
amt_gaming_vqa_dataset/DeceiveInc_2160p_10000k_hevcnvenc,sample,8.0,72.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.08209000000149125
amt_gaming_vqa_dataset/DeceiveInc_2160p_1500k_hevcnvenc,sample,48.0,39.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07308999999776589
amt_gaming_vqa_dataset/DeceiveInc_2160p_6000k_hevcnvenc,sample,18.0,91.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.11868999999925478
amt_gaming_vqa_dataset/DeceiveInc_480p_800k_hevcnvenc,sample,45.0,7.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.08118999999925514
amt_gaming_vqa_dataset/DeceiveInc_720p_1500k_hevcnvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/DeceiveInc_720p_3500k_hevcnvenc,sample,45.0,76.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.050990000000000535
amt_gaming_vqa_dataset/DeceiveInc_720p_600k_hevcnvenc,sample,97.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.10638999999851073
