video_name,category,init_val,final_val,attributes,delay
amt_gaming_vqa_dataset/Destiny2_2_480p_800k_hevcnvenc,sample,39.0,33.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07669000000297999
amt_gaming_vqa_dataset/Destiny2_2_720p_1500k_hevcnvenc,sample,26.0,50.0,"['Highly Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.0638899999985103
amt_gaming_vqa_dataset/Destiny2_2_720p_3500k_hevcnvenc,sample,35.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06929000000074481
amt_gaming_vqa_dataset/Destiny2_2_720p_600k_hevcnvenc,sample,19.0,70.0,"['Highly Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.1561899999992562
amt_gaming_vqa_dataset/eFootball_1,sample,91.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.09230000000074412
amt_gaming_vqa_dataset/eFootball_1_1080p_1500k_av1,sample,65.0,91.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0919900000000009
amt_gaming_vqa_dataset/eFootball_1_1080p_5000k_av1,sample,49.0,92.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.15579000000074572
amt_gaming_vqa_dataset/eFootball_1_1080p_500k_av1,sample,2.0,42.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08059000000149119
amt_gaming_vqa_dataset/eFootball_1_2160p_10000k_av1,sample,42.0,21.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",2.800090000001491
amt_gaming_vqa_dataset/eFootball_1_2160p_1000k_av1,sample,84.0,49.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.20899
amt_gaming_vqa_dataset/eFootball_1_2160p_5000k_av1,sample,9.0,30.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",1.9959900000000008
amt_gaming_vqa_dataset/eFootball_1_480p_1000k_av1,sample,44.0,35.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.11009000000148994
amt_gaming_vqa_dataset/eFootball_1_720p_1300k_av1,sample,6.0,91.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06828999999702035
amt_gaming_vqa_dataset/eFootball_1_720p_3000k_av1,sample,55.0,89.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09668999999925632
amt_gaming_vqa_dataset/eFootball_1_720p_500k_av1,sample,24.0,71.0,"['Highly Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.14629000000074477
amt_gaming_vqa_dataset/eFootball_1_1080p_10000k_h264nvenc,sample,3.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08609000000149081
amt_gaming_vqa_dataset/eFootball_1_1080p_2300k_h264nvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/eFootball_1_1080p_5300k_h264nvenc,sample,19.0,42.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.09418999999925504
amt_gaming_vqa_dataset/eFootball_1_2160p_25000k_h264nvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/eFootball_1_2160p_5000k_h264nvenc,sample,47.0,38.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.17009000000149044
amt_gaming_vqa_dataset/eFootball_1_2160p_8500k_h264nvenc,sample,60.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.14048999999999978
amt_gaming_vqa_dataset/eFootball_1_480p_1000k_h264nvenc,sample,7.0,39.0,"['Moderately Clear', 'Severe Artifacts Present', 'Moderate level of immersion', '']",0.07199000000000133
amt_gaming_vqa_dataset/eFootball_1_720p_1000k_h264nvenc,sample,77.0,51.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06318999999925623
amt_gaming_vqa_dataset/eFootball_1_720p_2500k_h264nvenc,sample,68.0,40.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08399000000000001
amt_gaming_vqa_dataset/eFootball_1_720p_5000k_h264nvenc,sample,73.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08459000000149075
amt_gaming_vqa_dataset/eFootball_1_1080p_2000k_hevcnvenc,sample,47.0,58.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06059000000148984
amt_gaming_vqa_dataset/eFootball_1_1080p_6000k_hevcnvenc,sample,33.0,69.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.10349000000000075
amt_gaming_vqa_dataset/eFootball_1_1080p_800k_hevcnvenc,sample,58.0,31.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07099000000000011
amt_gaming_vqa_dataset/eFootball_1_2160p_10000k_hevcnvenc,sample,83.0,90.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.08928999999702114
amt_gaming_vqa_dataset/eFootball_1_2160p_1500k_hevcnvenc,sample,91.0,49.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.1619900000000012
amt_gaming_vqa_dataset/eFootball_1_2160p_6000k_hevcnvenc,sample,7.0,89.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09138999999851016
amt_gaming_vqa_dataset/eFootball_1_480p_800k_hevcnvenc,sample,44.0,30.0,"['Moderately Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.06949000000000005
amt_gaming_vqa_dataset/eFootball_1_720p_1500k_hevcnvenc,sample,75.0,51.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.13359000000149024
amt_gaming_vqa_dataset/eFootball_1_720p_3500k_hevcnvenc,sample,11.0,87.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06888999999851109
amt_gaming_vqa_dataset/eFootball_1_720p_600k_hevcnvenc,sample,74.0,29.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08668999999925475
amt_gaming_vqa_dataset/CatQuest,sample,57.0,42.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",32.88009999999777
amt_gaming_vqa_dataset/CatQuest_1080p_1500k_av1,sample,32.0,69.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.12058999999776532
amt_gaming_vqa_dataset/CatQuest_1080p_5000k_av1,sample,42.0,95.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.10968999999925622
amt_gaming_vqa_dataset/CatQuest_1080p_500k_av1,sample,54.0,90.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.1300900000014913
amt_gaming_vqa_dataset/CatQuest_2160p_10000k_av1,sample,85.0,36.0,"['Moderately Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",3.217589999997765
amt_gaming_vqa_dataset/CatQuest_2160p_1000k_av1,sample,95.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.17718999999925522
amt_gaming_vqa_dataset/CatQuest_2160p_5000k_av1,sample,12.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",2.0153899999985097
amt_gaming_vqa_dataset/CatQuest_480p_1000k_av1,sample,27.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0856899999992553
amt_gaming_vqa_dataset/CatQuest_720p_1300k_av1,sample,99.0,49.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.1451899999992552
amt_gaming_vqa_dataset/CatQuest_720p_3000k_av1,sample,91.0,86.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07449000000000083
amt_gaming_vqa_dataset/CatQuest_720p_500k_av1,sample,8.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.11608999999776515
amt_gaming_vqa_dataset/CatQuest_1080p_10000k_h264nvenc,sample,63.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06959000000149018
amt_gaming_vqa_dataset/CatQuest_1080p_2300k_h264nvenc,sample,54.0,38.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.08909000000149092
amt_gaming_vqa_dataset/CatQuest_1080p_5300k_h264nvenc,sample,10.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07779000000074632
amt_gaming_vqa_dataset/CatQuest_2160p_25000k_h264nvenc,sample,5.0,94.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",19.723790000000747
amt_gaming_vqa_dataset/CatQuest_2160p_5000k_h264nvenc,sample,88.0,49.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08838999999851005
amt_gaming_vqa_dataset/CatQuest_2160p_8500k_h264nvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/CatQuest_480p_1000k_h264nvenc,sample,10.0,70.0,"['Highly Clear', 'No visible artifacts', 'Moderate level of immersion', '']",0.07449000000000083
amt_gaming_vqa_dataset/CatQuest_720p_1000k_h264nvenc,sample,14.0,68.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.09508999999776613
amt_gaming_vqa_dataset/CatQuest_720p_2500k_h264nvenc,sample,65.0,93.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06818999999925524
amt_gaming_vqa_dataset/CatQuest_720p_5000k_h264nvenc,sample,54.0,89.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.08849000000000018
amt_gaming_vqa_dataset/CatQuest_1080p_2000k_hevcnvenc,sample,30.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07789000000223645
amt_gaming_vqa_dataset/CatQuest_1080p_6000k_hevcnvenc,sample,77.0,89.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06399000000000044
amt_gaming_vqa_dataset/CatQuest_1080p_800k_hevcnvenc,sample,73.0,88.0,"['Highly Clear', 'No visible artifacts', 'Moderate level of immersion', '']",0.07028999999702101
amt_gaming_vqa_dataset/CatQuest_2160p_10000k_hevcnvenc,sample,65.0,90.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",1.2172900000007463
amt_gaming_vqa_dataset/CatQuest_2160p_1500k_hevcnvenc,sample,98.0,41.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.5522900000007454
amt_gaming_vqa_dataset/CatQuest_2160p_6000k_hevcnvenc,sample,79.0,88.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.07179000000074609
amt_gaming_vqa_dataset/CatQuest_480p_800k_hevcnvenc,sample,61.0,68.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07088999999850998
amt_gaming_vqa_dataset/CatQuest_720p_1500k_hevcnvenc,sample,9.0,89.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06249000000000038
amt_gaming_vqa_dataset/CatQuest_720p_3500k_hevcnvenc,sample,62.0,33.0,"['Highly Clear', 'No visible artifacts', 'Moderate level of immersion', '']",0.15028999999702108
amt_gaming_vqa_dataset/CatQuest_720p_600k_hevcnvenc,sample,3.0,79.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.09118999999925492
