video_name,category,init_val,final_val,attributes,delay
amt_gaming_vqa_dataset/y_hZ9kvYq0ubA_Terraria_42-50_480p_1000k_av1,sample,89.0,63.0,"['Moderately Clear', 'No visible artifacts', 'Moderate level of immersion', '']",0.050300999999812746
amt_gaming_vqa_dataset/y_hZ9kvYq0ubA_Terraria_42-50_480p_1000k_h264_nvenc,sample,81.0,73.0,"['Moderately Clear', 'No visible artifacts', 'Moderate level of immersion', '']",0.037800999999813456
amt_gaming_vqa_dataset/y_hZ9kvYq0ubA_Terraria_42-50_480p_800k_hevc_nvenc,sample,90.0,51.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.045901000000371894
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_1500k_av1,sample,44.0,100.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.08960000000055857
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_5000k_av1,sample,48.0,100.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06390000000037332
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_500k_av1,sample,39.0,26.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.042100000000559135
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_10000k_h264_nvenc,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_2300k_h264_nvenc,sample,19.0,36.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.046200000000185426
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_5300k_h264_nvenc,sample,62.0,100.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06740000000037227
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_2000k_hevc_nvenc,sample,23.0,99.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0670999999996269
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_6000k_hevc_nvenc,sample,73.0,100.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06520000000018555
amt_gaming_vqa_dataset/tWyYHwQEZMU_Minecraft_8-27_1080p_800k_hevc_nvenc,sample,94.0,50.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.0410999999996271
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21,sample,unset,unset,['unset'],unset
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_1300k_av1,sample,3.0,87.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.06179999999981334
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_3000k_av1,sample,18.0,100.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.019600000000558282
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_500k_av1,sample,16.0,69.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.018000000000000682
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_1000k_h264_nvenc,sample,44.0,22.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.03489999999944082
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_2500k_h264_nvenc,sample,55.0,87.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.0750999999996278
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_5000k_h264_nvenc,sample,53.0,69.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.024899999999441036
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_1500k_hevc_nvenc,sample,2.0,68.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.04800000000000004
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_3500k_hevc_nvenc,sample,55.0,87.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",1.6840999999996278
amt_gaming_vqa_dataset/rGGoOgwzFKk_Cyberpunk2077_1-21_720p_600k_hevc_nvenc,sample,73.0,37.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07660000000055867
